CÌ_digo.do.MunicÌ_pio,MunicÌ_pio,Estado,Ano.de.ReferÌ»ncia,Prestadores,ServiÌ_os,IN015_AE...Ìçndice.de.coleta.de.esgoto..percentual.,IN016_AE...Ìçndice.de.tratamento.de.esgoto..percentual.,IN021_AE...ExtensÌ£o.da.rede.de.esgoto.por.ligaÌ_Ì£o..m.lig.,IN024_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,indiceDeEsgotoTratadoReferidoAguaConsumidaPercentual,IN047_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.esgoto..percentual.,IN056_AE...Ìçndice.de.atendimento.total.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,IN059_AE...Ìçndice.de.consumo.de.energia.elÌ©trica.em.sistemas.de.esgotamento.sanitÌÁrio..kWh.m..,GEOCODIGO
240030,Afonso Bezerra,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÌàOS URBANOS - SOSUR,ÌÅgua e Esgoto; Res SÌ_lidos,78.25,100,7.82,79.11,78.25,79.11,42.01,0.07,2400307
240040,ÌÅgua Nova,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÌàOS URBANOS - SEMISU,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2400406
240050,Alexandria,RN,2015,[24005011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto de Alexandria - SAAE,ÌÅgua e Esgoto,43.32,0,7.57,58.5,0,58.5,39.8,0,2400505
240060,Almino Afonso,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2400604
240070,Alto do Rodrigues,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24007040] Prefeitura Municipal - PM,ÌÅgua e Esgoto; Res SÌ_lidos,1.78,100,25.78,1.96,1.78,1.96,1.42,0.02,2400703
240080,Angicos,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2400802
240090,AntÌ«nio Martins,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24009040] PREFEITURA MUNICIPAL DE ANTONIO MARTINS - PMAA,ÌÅgua e Esgoto; Res SÌ_lidos,NA,NA,21.74,38.69,NA,38.69,21.19,NA,2400901
240100,Apodi,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24010040] PREFEITURA MUNICIPAL DE APODI - PMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401008
240110,Areia Branca,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24011040] Prefeitura Municipal de Areia Branca - PMAB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401107
240130,Augusto Severo,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24013040] Prefeitural Municipal de Campo Grande - PMAS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401305
240145,BaraÌ_na,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2401453
240150,Barcelona,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24015040] Secretaria Municipal de Servios Urbanos. Obras e Viao - SMSUOV,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401503
240160,Bento Fernandes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24016040] SECRETARIA MUNICIPAL DE OBRAS TRANSPORTES E SERVIÌàOS URBANOS - SMOTS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401602
240165,BodÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24016540] Prefeitura Municipal de BodÌ_ - RN,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401651
240170,Bom Jesus,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2401701
240180,Brejinho,RN,2015,[24018011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [24018040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2401800
240185,CaiÌ_ara do Norte,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2401859
240190,CaiÌ_ara do Rio do Vento,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,27.11,100,20.07,33.25,27.11,33.25,25.39,0.02,2401909
240200,CaicÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24020040] PREFEITURA MUNICIPAL DE CAICÌÒ - RN,ÌÅgua e Esgoto; Res SÌ_lidos,7.15,100,6.13,9.22,7.15,9.22,8.45,0.07,2402006
240210,Campo Redondo,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,16.58,100,11.32,19.6,16.58,19.6,9.92,0.09,2402105
240230,CaraÌ_bas,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2402303
240240,CarnaÌ_ba dos Dantas,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24024040] PREFEITURA MUNICIPAL DE CARNAÌ_BA DOS DANTAS - PMCD,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2402402
240250,Carnaubais,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,67.58,100,17.61,45.87,67.58,45.87,22.35,0.05,2402501
240270,Cerro CorÌÁ,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2402709
240280,Coronel Ezequiel,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24028040] Prefeitura Municipal de Coronel Ezequiel - PMCE,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2402808
240290,Coronel JoÌ£o Pessoa,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24029040] CONSTRUTORA SERRA NOVA - CSN,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2402907
240300,Cruzeta,RN,2015,[24030011] Prefeitura Municipal de Cruzeta - PMC; [24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24030040] Secretaria Municipal de Infraestrutura. ServiÌ_os Urbano - SMISU,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,12.81,89.79,0,89.79,73.49,0.08,2403004
240310,Currais Novos,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,72.31,100,9.44,75.68,72.31,75.68,67.03,0.19,2403103
240320,Doutor Severiano,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,25.91,100,24.69,45.19,25.91,45.19,19.38,0.02,2403202
240330,Encanto,RN,2015,[24033011] Prefeitura Municipal de Encanto - PME; [24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24033040] PREFEITURA MUNICIPAL  DE ENCANTO - PME,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,8.64,99.34,0,99.34,100,1,2403301
240340,Equador,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2403400
240370,Felipe Guerra,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2403707
240375,Fernando Pedroza,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2403756
240380,FlorÌ¢nia,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,74.15,100,9.03,100,74.15,100,76.54,0.18,2403806
240390,Francisco Dantas,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2403905
240400,Frutuoso Gomes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24040040] PREFEITURA MUNICIPAL DE FRUTUOSO GOMES - PMFG,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2404002
240410,Galinhos,RN,2015,[24041040] Prefeitura Municipal de Galinhos - PMG,Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2404101
240430,Governador Dix-Sept Rosado,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2404309
240440,Grossos,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2404408
240450,GuamarÌ©,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24045040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÌàOS URBANOS - SEMOSU,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2404507
240460,Ielmo Marinho,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24046040] Secretaria de Obras e ServiÌ_os Urbanos - SEMO,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2404606
240470,IpanguaÌ_u,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24047040] Prefeitura Municipal de IpanguaÌ_u - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2404705
240480,Ipueira,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24048040] PREFEITURA MUNICIPAL DE IPUEIRA - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2404804
240485,ItajÌÁ,RN,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2404853
240490,ItaÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2404903
240500,JaÌ_anÌ£,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24050040] Prefeitura Municipal de JaÌ_ana - PMJ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2405009
240510,JandaÌ_ra,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2405108
240520,JanduÌ_s,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2405207
240530,JanuÌÁrio Cicco,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2405306
240540,Japi,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2405405
240550,Jardim de Angicos,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2405504
240560,Jardim de Piranhas,RN,2015,[24056011] Prefeitura Municipal de Jardim de Piranhas - PMJP; [24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24056040] MUNICÌçPIO DE JARDIM DE PIRANHAS - PMJP,Esgoto; ÌÅgua; Res SÌ_lidos,66.89,0,20,100,0,100,78.45,0.02,2405603
240570,Jardim do SeridÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24057040] Prefeitura Municipal de Jardim do SeridÌ_ - PMJS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2405702
240580,JoÌ£o CÌ¢mara,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24058040] PREFEITURA MUNICIPAL DE JOÌÄO CAMARA - PMJC,ÌÅgua e Esgoto; Res SÌ_lidos,27.78,100,8.85,37.99,27.78,37.99,26.71,0.02,2405801
240590,JoÌ£o Dias,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24059040] Prefeitura Municipal de JoÌ£o Dias - PMJD,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2405900
240600,JosÌ© da Penha,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,9.07,100,6.64,11.31,9.07,11.31,6.83,0.01,2406007
240610,Jucurutu,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24061040] SecretÌÁria de ServiÌ_os Urbanos - SSU,ÌÅgua e Esgoto; Res SÌ_lidos,24.05,100,8.71,34.09,24.05,34.09,20.36,2.21,2406106
240620,Lagoa d Anta,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2406205
240630,Lagoa de Pedras,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24063040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SMAMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2406304
240640,Lagoa de Velhos,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2406403
240650,Lagoa Nova,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN,ÌÅgua e Esgoto; Res SÌ_lidos,46.78,100,6.71,67.87,46.78,67.87,33.01,0.09,2406502
240660,Lagoa Salgada,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2406601
240670,Lajes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24067040] Secretaria de Obras e ServiÌ_os Urbanos - SEMOS,ÌÅgua e Esgoto; Res SÌ_lidos,59.57,100,15.43,71.3,59.57,71.3,55.41,0.13,2406700
240680,Lajes Pintadas,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,55.23,100,9.29,60.75,55.23,60.75,31.48,0.02,2406809
240690,LucrÌ©cia,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML,ÌÅgua e Esgoto; Res SÌ_lidos,91.32,100,6.19,100,91.32,100,62.75,0.06,2406908
240700,LuÌ_s Gomes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2407005
240710,MacaÌ_ba,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24071040] PREFEITURA MUNICIPAL DE MACAÌçBA - PMM,ÌÅgua e Esgoto; Res SÌ_lidos,4.15,100,39.72,5.07,4.15,5.07,3.11,6.02,2407104
240720,Macau,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM,ÌÅgua e Esgoto; Res SÌ_lidos,75.53,100,6.32,86.78,75.53,86.78,65.83,0.24,2407203
240725,Major Sales,RN,2015,[24072540] Prefeitura Municipal de Major Sales - PMMS,Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2407252
240730,Marcelino Vieira,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2407302
240740,Martins,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2407401
240760,Messias Targino,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2407609
240780,Monte Alegre,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,6.65,100,7.77,12.81,6.65,12.81,5.57,0.01,2407807
240790,Monte das Gameleiras,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2407906
240800,MossorÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÌàOS URBANOS - SEMSUR,ÌÅgua e Esgoto; Res SÌ_lidos,42.8,100,6.51,49.2,42.8,49.2,44.92,0.19,2408003
240830,Nova Cruz,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC,ÌÅgua e Esgoto; Res SÌ_lidos,11.64,100,12.44,28.11,11.64,28.11,19.31,0.11,2408300
240840,Olho-D ÌÅGUA do Borges,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2408409
240850,Ouro Branco,RN,2015,[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,20.83,59.22,0,59.22,51.32,NA,2408508
240860,ParanÌÁ,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de ParanÌÁ - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2408607
240870,ParaÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2408706
240880,Parazinho,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2408805
240890,Parelhas,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS,ÌÅgua e Esgoto; Res SÌ_lidos,77.16,100,7.52,98.64,77.16,98.64,82.79,0.07,2408904
240910,Passa e Fica,RN,2015,[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF,Esgoto; ÌÅgua; Res SÌ_lidos,100,85.53,4.87,91.03,100,91.03,55.39,4.74,2409100
240920,Passagem,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2409209
240930,Patu,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2409308
240933,Santa Maria,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2409332
240940,Pau dos Ferros,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF,ÌÅgua e Esgoto; Res SÌ_lidos,9.75,100,7.99,13.71,9.75,13.71,12.63,0.27,2409407
240950,Pedra Grande,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e ServÌ_os Urbanos - SEMOSURB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2409506
240960,Pedra Preta,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2409605
240970,Pedro Avelino,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,58.62,100,10.4,80.28,58.62,80.28,46.13,0.05,2409704
240990,PendÌ»ncias,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,34.58,100,20.96,36.37,34.58,36.37,28.63,0.53,2409902
241000,PilÌµes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de PilÌµes-RN - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2410009
241010,PoÌ_o Branco,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2410108
241020,Portalegre,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2410207
241025,Porto do Mangue,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2410256
241030,Presidente Juscelino,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2410306
241040,Pureza,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2410405
241050,Rafael Fernandes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2410504
241060,Rafael Godeiro,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2410603
241070,Riacho da Cruz,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2410702
241080,Riacho de Santana,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2410801
241090,Riachuelo,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua e Esgoto,69.8,100,3.93,89.03,69.8,89.03,54.7,0.12,2410900
241100,Rodolfo Fernandes,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2411007
241105,Tibau,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2411056
241110,Ruy Barbosa,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2411106
241120,Santa Cruz,RN,2015,[24112011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC,ÌÅgua e Esgoto; Res SÌ_lidos,77.13,100,7.42,93.93,77.13,93.93,80.03,0.21,2411205
241140,Santana do Matos,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2411403
241142,Santana do SeridÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24114240] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE,ÌÅgua e Esgoto; Res SÌ_lidos,97.99,100,4.14,100,97.99,100,65.46,0.16,2411429
241150,Santo AntÌ«nio,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24115040] PREFEITURA MUNICIPAL DE SANTO ANTONIO/RN - PFMSA,ÌÅgua e Esgoto; Res SÌ_lidos,14.64,100,10.2,13.36,14.64,13.36,8.59,0.02,2411502
241160,SÌ£o Bento do Norte,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2411601
241170,SÌ£o Bento do TrairÌ_,RN,2015,[24081000] Companhia de ÌÅguas e Esgotos do Rio Grande do Norte - CAERN; [24117040] Prefeitura Municipal de SÌ£o Bento doTrairi - RN,ÌÅgua e Esgoto; Res SÌ_lidos,71.17,100,8.68,100,71.17,100,48.24,0.01,2411700
